number,S1,S2,S3,Total,Anchor,Pass
322400984,46,48,40,134,86,1
322400985,48,46,43,137,57,1
322400986,46,35,29,110,57,1
322400987,50,40,42,132,71,1
322400988,43,35,25,103,57,1
322400989,37,34,28,99,57,1
322400990,55,50,38,143,71,1
322400991,46,22,21,89,57,0
322400992,36,26,23,85,57,0
322400993,47,45,38,130,71,1
322400994,49,43,49,141,86,1
322400995,29,21,17,67,71,0
322400996,44,33,23,100,57,1
322400997,41,36,23,100,86,1
322400998,39,37,25,101,43,1
322400999,36,27,29,92,57,0
322401000,43,29,30,102,57,1
322401001,49,42,33,124,71,1
322401002,20,6,14,40,29,0
322401003,37,26,34,97,57,0
322401004,51,32,29,112,29,1
322401005,55,40,38,133,71,1
322401006,48,43,39,130,71,1
322401007,14,18,19,51,14,0
322401008,47,33,32,112,71,1
322401009,47,38,50,135,71,1
322401010,45,37,27,109,100,1
322401011,38,29,27,94,71,0
322401012,47,39,18,104,71,1
322401013,19,27,19,65,43,0
322401014,27,19,19,65,43,0
322401015,31,42,45,118,100,1
322401016,31,22,21,74,57,0
322401017,40,43,50,133,71,1
322401018,42,49,35,126,71,1
322401019,44,43,45,132,71,1
322401020,45,46,33,124,86,1
322401021,25,25,27,77,57,0
322401022,39,21,33,93,43,0
322401023,37,32,40,109,71,1
322401024,36,36,25,97,43,0
322401025,45,41,40,126,86,1
322401026,40,30,21,91,71,0
322401027,37,35,14,86,43,0
322401028,55,45,49,149,100,1
322401029,48,39,52,139,86,1
322401030,33,29,18,80,57,0
322401031,44,46,20,110,57,1
322401032,51,48,34,133,71,1
322401033,34,35,29,98,57,0
322401034,36,27,28,91,57,0
322401035,50,53,43,146,71,1
322401036,25,19,23,67,29,0
322401037,49,32,38,119,86,1
322401038,33,36,14,83,100,0
322401039,44,47,38,129,57,1
322401040,47,29,19,95,57,0
322401041,18,22,6,46,29,0
322401042,45,35,18,98,71,0
322401043,30,32,23,85,43,0
322401044,24,24,19,67,29,0
322401045,55,40,43,138,100,1
322401046,30,25,21,76,71,0
322401047,47,33,31,111,57,1
322401048,43,26,27,96,71,0
322401049,32,32,42,106,86,1
322401050,34,20,27,81,57,0
322401051,39,31,31,101,57,1
322401052,13,15,13,41,29,0
322401053,41,46,26,113,43,1
322401054,42,23,22,87,29,0
322401055,26,26,23,75,29,0
322401056,46,44,29,119,71,1
322401057,29,26,16,71,29,0
322401058,32,23,20,75,43,0
322401059,55,55,47,157,100,1
322401060,32,26,14,72,57,0
322401061,51,39,27,117,71,1
322401062,55,37,38,130,100,1
322401063,26,36,27,89,57,0
322401064,51,40,37,128,86,1
322401065,49,44,38,131,57,1
322401066,36,30,33,99,86,1
322401067,45,46,54,145,100,1
322401068,49,46,48,143,86,1
322401069,47,36,48,131,71,1
322401070,40,33,34,107,71,1
322401071,28,29,30,87,57,0
322401072,31,29,25,85,43,0
322401073,43,39,41,123,57,1
322401074,21,31,25,77,29,0
322401075,24,25,19,68,57,0
322401076,53,37,35,125,100,1
322401077,36,34,10,80,29,0
322401078,25,26,14,65,29,0
322401079,45,34,40,119,86,1
322401080,43,32,38,113,86,1
322401081,50,48,48,146,86,1
322401082,29,26,10,65,57,0
322401083,13,18,10,41,0,0
322401084,51,43,23,117,71,1
322401085,39,39,38,116,57,1
322401086,43,38,27,108,43,1
322401087,11,20,14,45,0,0
322401088,33,28,25,86,29,0
322401089,46,40,22,108,71,1
322401090,28,17,35,80,43,0
322401091,36,19,19,74,43,0
322401092,27,24,20,71,43,0
322401093,50,41,33,124,71,1
322401094,52,37,29,118,86,1
322401095,41,34,52,127,86,1
322401096,25,24,40,89,71,0
322401097,20,23,22,65,43,0
322401098,40,42,31,113,57,1
322401099,35,36,27,98,43,0
322401100,45,29,22,96,43,0
322401101,40,37,36,113,100,1
322401102,45,35,36,116,71,1
322401103,51,43,40,134,86,1
322401104,35,33,42,110,86,1
322401105,31,28,31,90,71,0
322401106,47,37,43,127,100,1
322401107,50,48,38,136,86,1
322401108,55,43,38,136,100,1
322401109,39,29,47,115,86,1
322401110,39,38,27,104,57,1
322401111,32,35,25,92,86,0
322401112,43,33,50,126,57,1
322401113,46,37,27,110,86,1
322401114,45,44,29,118,57,1
322401115,27,23,25,75,71,0
322401116,45,32,27,104,57,1
322401117,41,39,33,113,71,1
322401118,48,41,21,110,43,1
322401119,37,42,31,110,71,1
322401120,36,40,31,107,71,1
322401121,46,42,45,133,86,1
322401122,53,51,58,162,100,1
322401123,39,37,30,106,100,1
322401124,36,37,21,94,57,0
322401125,38,30,26,94,57,0
322401126,37,27,21,85,43,0
322401127,33,25,16,74,43,0
322401128,39,42,17,98,14,0
322401129,52,46,43,141,100,1
322401130,58,54,40,152,86,1
322401131,45,41,33,119,71,1
322401132,42,28,30,100,29,1
322401133,38,41,31,110,57,1
322401134,38,32,41,111,71,1
322401135,19,22,21,62,43,0
322401136,54,40,33,127,86,1
322401137,44,31,29,104,86,1
322401138,24,27,27,78,43,0
322401139,44,35,24,103,71,1
322401140,31,36,31,98,29,0
322401141,46,33,34,113,57,1
322401142,38,31,28,97,71,0
322401143,49,36,29,114,86,1
322401144,25,18,19,62,57,0
322401145,41,40,23,104,71,1
322401146,37,17,10,64,29,0
322401147,54,49,38,141,71,1
322401148,33,22,23,78,14,0
322401149,39,38,34,111,86,1
322401150,11,19,36,66,43,0
322401151,48,40,23,111,57,1
322401152,25,19,10,54,57,0
322401153,31,28,36,95,86,0
322401154,44,49,47,140,86,1
322401155,41,32,25,98,71,0
322401156,45,36,35,116,100,1
322401157,53,42,31,126,86,1
322401158,24,17,11,52,43,0
322401159,36,22,26,84,57,0
322401160,43,27,32,102,57,1
322401161,36,30,25,91,57,0
322401162,52,39,35,126,71,1
322401163,42,37,38,117,43,1
322401164,31,24,19,74,29,0
322401165,46,32,32,110,57,1
322401166,29,21,32,82,14,0
322401167,47,30,27,104,71,1
322401168,49,36,21,106,71,1
322401169,45,37,16,98,71,0
322401170,38,32,28,98,29,0
322401171,31,31,31,93,43,0
322401172,47,31,30,108,57,1
322401173,45,47,40,132,71,1
322401174,52,35,37,124,43,1
322401175,41,29,43,113,86,1
322401176,30,30,29,89,43,0
322401177,26,24,20,70,43,0
322401178,23,26,17,66,43,0
322401179,37,41,36,114,86,1
322401180,41,32,17,90,43,0
322401181,42,40,22,104,43,1
322401182,50,52,49,151,100,1
322401183,49,40,31,120,71,1
322401184,40,45,45,130,100,1
322401185,55,51,38,144,71,1
322401186,58,55,47,160,100,1
322401187,49,33,38,120,43,1
322401188,42,33,33,108,71,1
322401189,41,25,26,92,43,0
322401190,47,39,41,127,71,1
322401191,12,34,23,69,57,0
322401192,43,35,29,107,71,1
322401193,39,40,33,112,71,1
322401194,43,38,27,108,57,1
322401195,27,35,26,88,57,0
322401196,41,26,33,100,57,1
322401197,33,24,35,92,86,0
322401198,43,37,44,124,71,1
322401199,38,27,20,85,29,0
322401200,45,36,45,126,71,1
322401201,52,36,36,124,100,1
322401202,44,47,36,127,86,1
322401203,45,40,21,106,43,1
322401204,41,32,21,94,43,0
322401205,57,44,33,134,71,1
322401206,43,25,29,97,43,0
322401207,34,29,21,84,29,0
322401208,49,39,50,138,100,1
322401209,47,34,31,112,57,1
322401210,46,35,21,102,29,1
322401211,30,24,10,64,14,0
322401212,47,31,21,99,57,1
322401213,40,33,34,107,43,1
322401214,43,40,29,112,71,1
322401215,51,29,17,97,43,0
322401216,57,48,52,157,100,1
322401217,53,52,50,155,100,1
322401218,28,22,16,66,29,0
322401219,28,31,10,69,29,0
322401220,23,30,32,85,43,0
322401221,35,36,46,117,100,1
322401222,38,41,29,108,57,1
322401223,29,22,10,61,29,0
322401224,31,25,23,79,57,0
322401225,46,43,29,118,71,1
322401226,43,33,38,114,86,1
322401227,43,32,19,94,71,0
322401228,52,41,46,139,71,1
322401229,23,22,25,70,43,0
322401230,53,31,29,113,86,1
322401231,33,29,36,98,71,0
322401232,41,42,42,125,71,1
322401233,35,32,24,91,43,0
322401234,35,29,20,84,43,0
322401235,38,41,29,108,57,1
322401236,40,29,30,99,71,1
322401237,47,38,18,103,43,1
322401238,41,40,47,128,57,1
322401239,44,36,17,97,71,0
322401240,51,40,22,113,71,1
322401241,41,35,35,111,71,1
322401242,47,46,34,127,71,1
322401243,38,26,33,97,71,0
322401244,39,29,20,88,57,0
322401245,49,33,18,100,71,1
322401246,18,12,30,60,14,0
322401247,38,30,21,89,57,0
322401248,29,25,23,77,57,0
322401249,31,20,8,59,71,0
322401250,49,37,33,119,57,1
322401251,34,23,29,86,57,0
322401252,50,24,21,95,86,0
322401253,50,41,32,123,71,1
322401254,43,37,30,110,43,1
322401255,32,31,17,80,0,0
322401256,35,39,29,103,86,1
322401257,42,35,26,103,57,1
322401258,26,16,10,52,0,0
322401259,46,38,29,113,100,1
322401260,48,31,27,106,86,1
322401261,31,25,12,68,14,0
322401262,33,41,30,104,71,1
322401263,18,28,23,69,29,0
322401264,47,51,46,144,100,1
322401265,55,42,50,147,86,1
322401266,41,33,23,97,57,0
322401267,23,11,14,48,29,0
322401268,20,23,12,55,0,0
322401269,20,27,12,59,43,0
322401270,45,41,47,133,71,1
322401271,43,42,34,119,57,1
322401272,39,32,29,100,86,1
322401273,42,38,21,101,71,1
322401274,43,43,30,116,57,1
322401275,49,48,43,140,86,1
322401276,28,23,25,76,43,0
322401277,41,32,38,111,71,1
322401278,45,33,31,109,57,1
322401279,49,42,38,129,71,1
322401280,50,47,38,135,86,1
322401281,50,39,34,123,71,1
322401282,35,15,25,75,57,0
322401283,54,42,29,125,71,1
322401284,42,47,18,107,71,1
322401285,41,34,22,97,29,0
322401286,47,38,33,118,57,1
322401287,31,21,23,75,43,0
322401288,22,11,10,43,14,0
322401289,27,30,14,71,57,0
322401290,58,44,38,140,100,1
322401291,50,48,38,136,86,1
322401292,48,37,32,117,71,1
322401293,19,25,24,68,43,0
322401294,47,33,28,108,57,1
322401295,20,24,25,69,14,0
322401296,41,27,12,80,71,0
322401297,42,20,12,74,43,0
322401298,51,47,43,141,100,1
322401299,39,40,37,116,86,1
322401300,34,34,22,90,57,0
322401301,51,43,44,138,86,1
322401302,45,33,25,103,43,1
322401303,50,44,42,136,86,1
322401304,43,48,38,129,86,1
322401305,49,42,29,120,86,1
322401306,40,33,24,97,43,0
322401307,51,47,37,135,86,1
322401308,55,46,39,140,57,1
322401309,27,21,14,62,43,0
322401310,32,27,29,88,57,0
322401311,20,31,18,69,57,0
322401312,53,38,37,128,100,1
322401313,27,22,21,70,29,0
322401314,36,14,29,79,43,0
322401315,49,41,37,127,43,1
322401316,30,31,41,102,57,1
322401317,36,41,27,104,71,1
322401318,46,41,19,106,86,1
322401319,45,39,33,117,57,1
322401320,43,26,21,90,43,0
322401321,46,30,18,94,43,0
322401322,51,32,29,112,57,1
322401323,36,29,27,92,57,0
322401324,39,30,31,100,57,1
322401325,36,27,14,77,43,0
322401326,55,53,49,157,86,1
322401327,44,42,30,116,71,1
322401328,44,46,43,133,71,1
322401329,25,26,28,79,29,0
322401330,42,41,42,125,86,1
322401331,36,33,22,91,57,0
322401332,47,31,31,109,71,1
322401333,41,33,21,95,57,0
322401334,30,31,34,95,57,0
322401335,32,31,34,97,57,0
322401336,41,29,23,93,57,0
322401337,41,33,39,113,86,1
322401338,32,32,34,98,71,0
322401339,36,35,6,77,43,0
322401340,32,24,21,77,29,0
322401341,46,33,33,112,71,1
322401342,19,28,18,65,71,0
322401343,28,24,12,64,0,0
322401344,35,27,35,97,71,0
322401345,58,46,34,138,71,1
322401346,39,33,16,88,43,0
322401347,54,39,43,136,100,1
322401348,37,27,18,82,14,0
322401349,44,46,27,117,57,1
322401350,38,30,36,104,71,1
322401351,47,39,25,111,57,1
322401352,39,33,21,93,57,0
322401353,22,28,38,88,43,0
322401354,55,43,36,134,86,1
322401355,53,41,45,139,86,1
322401356,49,41,29,119,71,1
322401357,40,26,25,91,71,0
322401358,54,48,45,147,86,1
322401359,48,43,19,110,86,1
322401360,23,21,21,65,29,0
322401361,57,52,18,127,57,1
322401362,52,50,35,137,57,1
322401363,22,27,4,53,14,0
322401364,8,17,8,33,0,0
322401365,25,21,23,69,29,0
322401366,25,16,12,53,14,0
322401367,25,24,23,72,71,0
322401368,39,42,35,116,86,1
322401369,43,25,25,93,71,0
322401370,45,39,25,109,71,1
322401371,33,29,18,80,71,0
322401372,45,39,19,103,71,1
322401373,28,28,24,80,29,0
322401374,50,42,40,132,100,1
322401375,49,35,27,111,43,1
322401376,37,33,21,91,57,0
322401377,32,23,27,82,29,0
322401378,56,50,31,137,86,1
322401379,48,39,32,119,57,1
322401380,39,19,19,77,71,0
322401381,56,48,29,133,86,1
322401382,50,32,41,123,57,1
322401383,24,25,20,69,71,0
322401384,20,21,26,67,29,0
322401385,39,32,19,90,71,0
322401386,18,27,14,59,43,0
322401387,39,33,37,109,43,1
322401388,31,25,17,73,57,0
322401389,51,24,21,96,71,0
322401390,51,30,25,106,29,1
322401391,26,20,21,67,57,0
322401392,36,39,19,94,43,0
322401393,50,35,20,105,57,1
322401394,48,43,22,113,57,1
322401395,43,20,19,82,57,0
322401396,48,35,27,110,86,1
322401397,48,28,10,86,29,0
322401398,35,29,18,82,43,0
322401399,53,41,41,135,100,1
322401400,17,22,29,68,29,0
322401401,55,53,54,162,100,1
322401402,27,20,23,70,0,0
322401403,27,24,37,88,43,0
322401404,26,23,22,71,71,0
322401405,53,49,29,131,57,1
322401406,43,35,37,115,86,1
322401407,51,34,25,110,86,1
322401408,39,32,23,94,29,0
322401409,47,39,45,131,86,1
322401410,41,37,22,100,57,1
322401411,35,32,39,106,86,1
322401412,19,23,25,67,71,0
322401413,21,27,19,67,57,0
322401414,45,28,34,107,57,1
322401415,51,32,31,114,71,1
322401416,52,40,49,141,86,1
322401417,20,22,34,76,71,0
322401418,29,30,31,90,71,0
322401419,22,10,22,54,14,0
322401420,36,28,21,85,71,0
322401421,38,33,38,109,71,1
322401422,37,46,47,130,86,1
322401423,51,35,31,117,71,1
322401424,49,46,39,134,100,1
322401425,32,33,27,92,71,0
322401426,49,35,38,122,71,1
322401427,46,32,27,105,43,1
322401428,15,21,27,63,29,0
322401429,32,21,32,85,43,0
322401430,49,41,45,135,86,1
322401431,30,32,10,72,57,0
322401432,41,30,22,93,43,0
322401433,40,32,24,96,57,0
322401434,50,27,32,109,57,1
322401435,49,36,20,105,57,1
322401436,40,42,38,120,71,1
322401437,42,41,45,128,86,1
322401438,50,39,37,126,100,1
322401439,47,33,43,123,71,1
322401440,40,40,33,113,86,1
322401441,37,28,26,91,43,0
322401442,47,39,33,119,86,1
322401443,49,48,39,136,71,1
322401444,34,28,29,91,57,0
322401445,48,37,41,126,86,1
322401446,20,25,12,57,14,0
322401447,53,34,26,113,57,1
322401448,24,28,23,75,86,0
322401449,29,27,22,78,57,0
322401450,53,46,38,137,86,1
322401451,17,22,12,51,14,0
322401452,41,39,47,127,71,1
322401453,31,25,31,87,43,0
322401454,52,55,42,149,86,1
322401455,39,24,22,85,57,0
322401456,54,36,33,123,86,1
322401457,28,24,35,87,57,0
322401458,34,37,43,114,71,1
322401459,31,29,25,85,57,0
322401460,25,19,23,67,14,0
322401461,53,40,47,140,86,1
322401462,43,31,25,99,86,1
322401463,38,33,25,96,57,0
322401464,41,39,32,112,86,1
322401465,38,28,20,86,43,0
322401466,41,44,27,112,43,1
322401467,38,44,38,120,71,1
322401468,50,37,38,125,100,1
322401469,35,42,45,122,86,1
322401470,47,43,35,125,71,1
322401471,51,44,45,140,71,1
322401472,45,32,31,108,71,1
322401473,32,30,21,83,43,0
322401474,26,22,25,73,43,0
322401475,14,18,23,55,43,0
322401476,34,19,20,73,57,0
322401477,45,30,35,110,86,1
322401478,47,38,45,130,71,1
322401479,53,34,32,119,57,1
322401480,37,43,41,121,57,1
322401481,37,22,20,79,71,0
322401482,36,38,28,102,29,1
322401483,53,47,50,150,71,1
322401484,39,36,31,106,71,1
322401485,53,45,47,145,100,1
322401486,38,22,21,81,29,0
322401487,53,42,35,130,57,1
322401488,42,35,21,98,57,0
322401489,44,39,23,106,71,1
322401490,32,22,29,83,14,0
322401491,43,33,23,99,57,1
322401492,32,23,31,86,43,0
322401493,35,29,31,95,57,0
322401494,29,35,34,98,29,0
322401495,54,32,35,121,86,1
322401496,52,42,27,121,57,1
322401497,52,45,47,144,86,1
322401498,43,27,34,104,57,1
322401499,39,23,34,96,29,0
322401500,51,54,54,159,86,1
322401501,27,24,40,91,57,0
322401502,47,39,31,117,100,1
322401503,49,39,19,107,57,1
322401504,50,39,45,134,100,1
322401505,38,29,32,99,71,1
322401506,48,40,36,124,100,1
322401507,48,44,34,126,86,1
322401508,23,9,12,44,14,0
322401509,24,23,18,65,43,0
322401510,43,37,23,103,71,1
322401511,36,38,33,107,57,1
322401512,29,32,45,106,86,1
322401513,48,39,33,120,57,1
322401514,44,33,25,102,86,1
322401515,47,47,36,130,86,1
322401516,37,26,41,104,43,1
322401517,30,30,33,93,43,0
322401518,48,37,34,119,100,1
322401519,38,36,21,95,43,0
322401520,44,37,40,121,71,1
322401521,53,45,23,121,86,1
322401522,23,12,15,50,43,0
322401523,45,32,29,106,57,1
322401524,53,44,35,132,86,1
322401525,15,18,17,50,57,0
322401526,52,43,29,124,100,1
322401527,36,24,15,75,43,0
322401528,44,45,43,132,86,1
322401529,48,37,17,102,86,1
322401530,41,35,21,97,57,0
322401531,38,20,18,76,29,0
322401532,42,26,29,97,29,0
322401533,44,35,40,119,86,1
322401534,38,24,12,74,57,0
322401535,48,49,49,146,86,1
322401536,56,53,42,151,86,1
322401537,37,29,27,93,57,0
322401538,29,33,40,102,57,1
322401539,37,22,42,101,43,1
322401540,49,42,33,124,86,1
322401541,26,20,14,60,43,0
322401542,57,46,42,145,86,1
322401543,51,48,32,131,86,1
322401544,38,27,27,92,71,0
322401545,49,37,24,110,71,1
322401546,35,38,31,104,43,1
322401547,40,25,29,94,86,0
322401548,45,30,19,94,71,0
322401549,25,17,20,62,43,0
322401550,35,29,20,84,86,0
322401551,39,33,25,97,29,0
322401552,30,39,34,103,43,1
322401553,50,30,46,126,100,1
322401554,34,34,18,86,57,0
322401555,33,31,20,84,57,0
322401556,42,35,32,109,57,1
322401557,39,32,24,95,57,0
322401558,43,42,32,117,57,1
322401559,33,21,15,69,29,0
322401560,35,23,25,83,57,0
322401561,50,36,34,120,86,1
322401562,33,32,39,104,71,1
322401563,16,19,21,56,43,0
322401564,36,32,19,87,71,0
322401565,39,28,27,94,57,0
322401566,48,43,27,118,86,1
322401567,47,40,36,123,57,1
322401568,31,32,23,86,43,0
322401569,48,40,33,121,57,1
322401570,45,42,35,122,100,1
322401571,32,38,25,95,86,0
322401572,53,50,40,143,100,1
322401573,14,24,10,48,0,0
322401574,39,37,34,110,71,1
322401575,16,26,29,71,14,0
322401576,52,49,47,148,100,1
322401577,41,30,28,99,71,1
322401578,47,42,23,112,71,1
322401579,29,24,26,79,43,0
322401580,38,19,14,71,57,0
322401581,31,22,30,83,71,0
322401582,40,21,12,73,14,0
322401583,47,38,36,121,86,1
322401584,43,36,29,108,57,1
322401585,43,31,22,96,71,0
322401586,38,21,19,78,43,0
322401587,25,29,39,93,43,0
322401588,37,34,23,94,57,0
322401589,32,38,36,106,86,1
322401590,56,47,52,155,100,1
322401591,54,49,45,148,71,1
322401592,42,45,45,132,71,1
322401593,37,33,14,84,57,0
322401594,45,51,42,138,100,1
322401595,27,29,36,92,43,0
322401596,31,28,12,71,57,0
322401597,58,53,42,153,100,1
322401598,48,37,29,114,86,1
322401599,21,30,22,73,57,0
322401600,40,22,21,83,43,0
322401601,41,38,33,112,57,1
322401602,48,46,36,130,71,1
322401603,51,39,40,130,71,1
322401604,31,29,34,94,57,0
322401605,43,33,45,121,86,1
322401606,41,45,25,111,57,1
322401607,50,36,23,109,71,1
322401608,41,41,34,116,57,1
322401609,29,32,16,77,0,0
322401610,32,31,30,93,57,0
322401611,55,42,51,148,86,1
322401612,27,18,20,65,43,0
322401613,42,35,36,113,86,1
322401614,49,50,40,139,100,1
322401615,42,38,30,110,57,1
322401616,40,31,29,100,100,1
322401617,49,34,39,122,86,1
322401618,41,27,40,108,43,1
322401619,52,44,39,135,86,1
322401620,46,37,37,120,57,1
322401621,43,43,27,113,86,1
322401622,44,32,36,112,57,1
322401623,34,32,33,99,57,1
322401624,31,28,12,71,43,0
322401625,37,43,35,115,86,1
322401626,37,23,21,81,71,0
322401627,36,30,28,94,43,0
322401628,48,50,49,147,71,1
322401629,42,41,44,127,86,1
322401630,52,44,26,122,57,1
322401631,52,45,35,132,100,1
322401632,17,18,18,53,14,0
322401633,26,29,37,92,43,0
322401634,44,40,36,120,86,1
322401635,50,30,24,104,43,1
322401636,41,27,33,101,57,1
322401637,26,18,17,61,29,0
322401638,25,23,23,71,57,0
322401639,41,34,34,109,71,1
322401640,40,31,25,96,71,0
322401641,32,20,34,86,57,0
322401642,51,29,37,117,86,1
322401643,44,33,21,98,43,0
322401644,49,52,51,152,86,1
322401645,46,41,34,121,100,1
322401646,39,37,21,97,43,0
322401647,51,47,43,141,86,1
322401648,32,35,31,98,43,0
322401649,41,27,25,93,43,0
322401650,32,29,29,90,71,0
322401651,40,36,15,91,57,0
322401652,12,26,21,59,29,0
322401653,26,13,32,71,14,0
322401654,49,24,27,100,71,1
322401655,36,33,23,92,57,0
322401656,15,18,25,58,43,0
322401657,45,32,34,111,86,1
322401658,33,30,47,110,43,1
322401659,34,26,19,79,29,0
322401660,43,42,27,112,71,1
322401661,46,43,42,131,86,1
322401662,50,47,49,146,86,1
322401663,39,32,30,101,57,1
322401664,50,41,40,131,100,1
322401665,37,26,31,94,43,0
322401666,21,21,31,73,0,0
322401667,41,34,31,106,86,1
322401668,30,25,27,82,86,0
322401669,39,31,18,88,43,0
322401670,38,31,31,100,86,1
322401671,47,39,39,125,71,1
322401672,24,21,12,57,71,0
322401673,44,36,21,101,71,1
322401674,23,26,22,71,29,0
322401675,38,26,26,90,71,0
322401676,21,24,34,79,57,0
322401677,53,56,54,163,100,1
322401678,43,42,35,120,86,1
322401679,36,29,16,81,57,0
322401680,43,41,33,117,71,1
322401681,33,24,16,73,43,0
322401682,52,41,38,131,71,1
322401683,42,21,25,88,43,0
322401684,48,40,39,127,71,1
322401685,53,41,29,123,57,1
322401686,38,23,29,90,29,0
322401687,36,36,25,97,43,0
322401688,43,34,33,110,71,1
322401689,27,24,25,76,29,0
322401690,52,40,35,127,86,1
322401691,19,15,16,50,29,0
322401692,22,24,21,67,43,0
322401693,9,14,19,42,14,0
322401694,31,14,30,75,29,0
322401695,47,42,36,125,86,1
322401696,55,50,41,146,100,1
322401697,47,49,42,138,100,1
322401698,43,34,34,111,29,1
322401699,48,42,33,123,71,1
322401700,58,49,50,157,100,1
322401701,44,31,35,110,71,1
322401702,49,31,25,105,71,1
322401703,45,34,29,108,71,1
322401704,55,42,39,136,86,1
322401705,41,36,49,126,86,1
322401706,43,27,26,96,86,0
322401707,43,33,23,99,86,1
322401708,36,23,16,75,14,0
322401709,55,45,27,127,57,1
322401710,39,34,29,102,57,1
322401711,43,26,23,92,100,0
322401712,48,45,45,138,71,1
322401713,45,43,46,134,100,1
322401714,52,48,49,149,86,1
322401715,29,18,23,70,57,0
322401716,33,33,30,96,43,0
322401717,15,22,15,52,0,0
322401718,48,46,44,138,86,1
322401719,39,27,44,110,57,1
322401720,37,34,20,91,71,0
322401721,42,35,24,101,57,1
322401722,50,52,41,143,100,1
322401723,34,35,23,92,29,0
322401724,37,30,29,96,43,0
322401725,40,26,19,85,71,0
322401726,47,39,38,124,100,1
322401727,36,24,23,83,43,0
322401728,8,18,20,46,29,0
322401729,46,38,22,106,86,1
322401730,33,24,31,88,43,0
322401731,37,33,21,91,43,0
322401732,39,20,32,91,71,0
322401733,50,41,38,129,86,1
322401734,36,40,27,103,71,1
322401735,42,33,33,108,43,1
322401736,22,19,14,55,14,0
322401737,45,39,29,113,57,1
322401738,49,39,39,127,100,1
322401739,51,34,21,106,57,1
322401740,32,31,29,92,71,0
322401741,29,31,25,85,29,0
322401742,50,47,42,139,100,1
322401743,47,38,31,116,71,1
322401744,39,38,35,112,86,1
322401745,38,39,33,110,71,1
322401746,49,43,46,138,86,1
322401747,44,41,42,127,100,1
322401748,51,51,35,137,86,1
322401749,43,25,12,80,43,0
322401750,29,16,10,55,57,0
322401751,34,33,27,94,86,0
322401752,28,17,21,66,57,0
322401753,45,40,43,128,86,1
322401754,30,23,16,69,57,0
322401755,34,34,18,86,29,0
322401756,25,20,18,63,57,0
322401757,37,30,25,92,71,0
322401758,25,23,23,71,57,0
322401759,42,43,40,125,86,1
322401760,39,33,25,97,71,0
322401761,51,38,29,118,57,1
322401762,45,33,28,106,100,1
322401763,46,42,44,132,86,1
322401764,40,24,17,81,29,0
322401765,36,31,31,98,43,0
322401766,54,45,42,141,86,1
322401767,49,34,25,108,71,1
322401768,36,33,35,104,100,1
322401769,42,48,27,117,71,1
322401770,37,33,28,98,29,0
322401771,47,24,29,100,57,1
322401772,50,34,50,134,86,1
322401773,40,39,44,123,86,1
322401774,33,23,29,85,57,0
322401775,34,23,12,69,57,0
322401776,46,48,42,136,86,1
322401777,43,24,22,89,43,0
322401778,43,43,41,127,86,1
322401779,40,37,24,101,43,1
322401780,50,36,29,115,71,1
322401781,30,42,47,119,71,1
322401782,30,31,20,81,57,0
322401783,42,36,47,125,57,1
322401784,52,39,35,126,71,1
322401785,55,51,56,162,86,1
322401786,48,32,18,98,71,0
322401787,39,35,38,112,71,1
322401788,36,35,31,102,57,1
322401789,41,35,34,110,71,1
322401790,39,27,30,96,71,0
322401791,57,49,48,154,86,1
322401792,31,28,28,87,43,0
322401793,41,31,19,91,29,0
322401794,25,21,16,62,43,0
322401795,40,25,25,90,71,0
322401796,25,31,25,81,57,0
322401797,23,26,26,75,29,0
322401798,44,34,19,97,43,0
322401799,46,34,29,109,86,1
322401800,35,30,14,79,43,0
322401801,47,30,36,113,86,1
322401802,45,40,36,121,57,1
322401803,45,37,49,131,86,1
322401804,51,35,40,126,71,1
322401805,29,26,10,65,43,0
322401806,40,40,23,103,43,1
322401807,33,38,16,87,57,0
322401808,37,35,31,103,43,1
322401809,53,50,49,152,86,1
322401810,36,33,34,103,86,1
322401811,41,31,23,95,71,0
322401812,49,50,37,136,57,1
322401813,43,39,43,125,86,1
322401814,36,30,22,88,71,0
322401815,47,42,43,132,86,1
322401816,17,18,22,57,29,0
322401817,25,23,8,56,14,0
322401818,49,38,35,122,57,1
322401819,28,17,8,53,29,0
322401820,38,34,22,94,29,0
322401821,39,35,29,103,71,1
322401822,27,32,32,91,57,0
322401823,41,36,45,122,86,1
322401824,27,15,31,73,71,0
322401825,34,24,23,81,57,0
322401826,28,29,20,77,57,0
322401827,27,26,30,83,43,0
322401828,46,15,36,97,100,0
322401829,39,30,38,107,86,1
322401830,38,22,25,85,43,0
322401831,38,28,31,97,43,0
322401832,17,16,22,55,29,0
322401833,29,26,25,80,29,0
322401834,35,35,45,115,57,1
322401835,47,36,27,110,71,1
322401836,42,30,19,91,86,0
322401837,39,26,20,85,43,0
322401838,54,45,33,132,100,1
322401839,31,30,18,79,29,0
322401840,29,22,25,76,43,0
322401841,35,21,27,83,43,0
322401842,41,38,27,106,43,1
322401843,45,36,47,128,71,1
322401844,38,42,45,125,71,1
322401845,32,20,50,102,43,1
322401846,46,29,27,102,71,1
322401847,52,49,54,155,100,1
322401848,43,27,37,107,43,1
322401849,19,22,31,72,29,0
322401850,26,24,18,68,43,0
322401851,25,30,41,96,86,0
322401852,28,26,25,79,29,0
322401853,34,25,38,97,43,0
322401854,43,33,33,109,71,1
322401855,45,25,19,89,71,0
322401856,52,34,36,122,86,1
